"","V1","V2","V3","V4","V5"
"6733",15186.36,0.64,0.64,184.41,1737.22
"6734",16042.15,0.62,0.62,220.42,1762.96
"6735",15331.23,0.64,0.64,188.85,1740.02
"6736",16129.44,0.62,0.62,222.3,1763.7
"6737",15949.3,0.63,0.62,220.3,1764.02
"6738",16694.73,0.61,0.6,251.4,1785.13
"6739",16151.29,0.62,0.62,227.27,1768.39
"6740",16832.26,0.61,0.6,255.51,1787.29
"6741",16721.89,0.61,0.6,252.61,1785.96
"6742",17415.48,0.59,0.59,281.41,1804.52
"6743",16950.78,0.6,0.6,260.77,1790.84
"6744",17576.93,0.59,0.58,286.58,1807.19
"6745",16343.78,0.62,0.61,235.81,1774.38
"6746",17168.36,0.6,0.59,270.43,1797.29
"6747",16534.38,0.61,0.61,242.28,1778.25
"6748",17292.51,0.6,0.59,273.95,1798.93
"6749",17050.38,0.6,0.6,265.19,1793.8
"6750",17816.44,0.58,0.58,297.21,1814.04
"6751",17267.07,0.6,0.59,272.82,1798.19
"6752",17963.32,0.58,0.58,301.74,1816.19
"6753",21465.47,0.5,0.49,465.26,1914.32
"6754",22965.5,0.46,0.45,529.88,1946.5
"6755",22027.63,0.48,0.48,488.23,1925.4
"6756",23399.34,0.45,0.45,547.15,1953.97
"6757",22377.91,0.48,0.47,503.79,1933.38
"6758",23882.82,0.44,0.43,568.62,1964.32
"6759",23000.61,0.46,0.46,529.44,1945.27
"6760",24370.02,0.43,0.42,588.25,1972.53
"6761",22242.95,0.48,0.47,497.79,1930.32
"6762",23928.16,0.44,0.43,570.63,1965.27
"6763",22794.77,0.47,0.46,520.3,1940.72
"6764",24344.24,0.43,0.42,587.11,1972
"6765",23102.9,0.46,0.45,533.98,1947.52
"6766",24787.02,0.42,0.41,606.77,1981.12
"6767",23713.35,0.44,0.44,559.09,1958.71
"6768",25254.27,0.41,0.4,625.52,1988.57
"6769",23970.03,0.44,0.43,574.49,1968.16
"6770",25462.71,0.4,0.4,638.78,1996.73
"6771",24728.89,0.42,0.41,606.19,1981.93
"6772",26071.39,0.39,0.38,663.81,2006.68
"6773",27224.74,0.36,0.35,717.03,2030.58
"6774",28723.63,0.33,0.32,781.59,2055.7
"6775",28264.51,0.34,0.33,761.2,2047.55
"6776",29586.35,0.31,0.3,817.91,2068.68
"6777",24712.45,0.42,0.41,605.46,1981.59
"6778",26385.82,0.38,0.38,677.77,2012.75
"6779",25458.11,0.4,0.4,636.57,1994.64
"6780",26972.39,0.37,0.36,701.82,2021.87
"6781",27844.52,0.35,0.34,742.55,2039.97
"6782",29509.32,0.31,0.3,814.49,2067.36
"6783",28864.84,0.32,0.32,785.86,2056.18
"6784",30342.29,0.29,0.29,849.48,2079.44
"6785",15767.27,0.63,0.62,214.21,1760.21
"6786",16295,0.62,0.61,235.65,1774.87
"6787",15805.9,0.63,0.62,213.93,1759.45
"6788",16351.63,0.62,0.61,236.16,1774.63
"6789",15775.28,0.63,0.62,212.57,1758.47
"6790",16302.65,0.62,0.61,233.99,1773.11
"6791",15810.51,0.63,0.62,212.13,1757.6
"6792",16355.36,0.62,0.61,234.33,1772.74
"6793",16259.37,0.62,0.61,234.07,1773.76
"6794",16860.04,0.61,0.6,258.74,1790.12
"6795",16306.12,0.62,0.61,234.14,1773.22
"6796",16928.7,0.6,0.6,259.79,1790.18
"6797",16262.03,0.62,0.61,232.18,1771.85
"6798",16862.21,0.61,0.6,256.84,1788.18
"6799",16306.86,0.62,0.61,232.17,1771.24
"6800",16928.98,0.6,0.6,257.8,1788.18
"6801",16134.36,0.62,0.62,228.51,1769.86
"6802",16654.55,0.61,0.6,249.62,1783.91
"6803",16145.42,0.62,0.62,227.01,1768.2
"6804",16676.35,0.61,0.6,248.58,1782.58
"6805",16288.01,0.62,0.61,233.34,1772.65
"6806",16804.15,0.61,0.6,254.26,1786.44
"6807",16288.74,0.62,0.61,231.37,1770.68
"6808",16809.21,0.61,0.6,252.48,1784.59
"6809",16607.86,0.61,0.61,247.54,1782.49
"6810",17199.34,0.6,0.59,271.81,1798.2
"6811",16624.01,0.61,0.61,246.26,1780.99
"6812",17229.67,0.6,0.59,271.16,1797.09
"6813",16726.2,0.61,0.6,250.8,1784.09
"6814",17311.41,0.59,0.59,274.79,1799.49
"6815",16729.6,0.61,0.6,248.95,1782.19
"6816",17323.06,0.59,0.59,273.3,1797.83
"6817",24175.03,0.43,0.42,585.59,1974.47
"6818",25273.75,0.41,0.4,632.39,1994.96
"6819",24175.03,0.43,0.43,583.59,1972.47
"6820",25276.58,0.41,0.4,630.51,1993.02
"6821",24559.7,0.43,0.42,600.68,1980.46
"6822",25681.16,0.4,0.39,648.48,2001.05
"6823",24565.77,0.42,0.42,598.95,1978.58
"6824",25681.91,0.4,0.39,646.51,1999.06
"6825",25104.69,0.41,0.4,624.88,1991.56
"6826",26372.71,0.38,0.38,679.19,2014.5
"6827",25105.2,0.41,0.41,622.9,1989.57
"6828",26379.19,0.38,0.38,677.48,2012.62
"6829",25444.73,0.4,0.4,637.98,1996.37
"6830",26731.72,0.37,0.37,693.13,2019.34
"6831",25447.46,0.4,0.4,636.1,1994.42
"6832",26731.74,0.37,0.37,691.14,2017.34
"6833",25068.98,0.41,0.4,623.29,1990.84
"6834",26175.51,0.39,0.38,670.43,2010.7
"6835",25092.72,0.41,0.41,622.35,1989.32
"6836",26185.92,0.39,0.38,668.9,2008.9
"6837",26507.21,0.38,0.37,685.16,2017.07
"6838",27669.09,0.35,0.35,734.76,2036.78
"6839",26704.05,0.37,0.37,691.91,2018.81
"6840",27824.8,0.35,0.34,739.68,2037.62
"6841",25976.6,0.39,0.38,661.6,2006.84
"6842",27250.92,0.36,0.36,716.19,2029.07
"6843",25993.73,0.39,0.39,660.36,2005.17
"6844",27256.2,0.36,0.36,714.43,2027.17
"6845",27305.22,0.36,0.35,718.6,2030.08
"6846",28626.28,0.33,0.32,775.27,2051.99
"6847",27473.98,0.36,0.35,724.1,2031.2
"6848",28752.33,0.33,0.32,778.87,2052.21
"6849",15812.29,0.63,0.62,214.21,1759.66
"6850",16375.07,0.62,0.61,237.2,1775.35
"6851",15833.4,0.63,0.62,213.15,1758.33
"6852",16403.85,0.62,0.61,236.48,1774.24
"6853",15825.6,0.63,0.62,212.8,1758.08
"6854",16389.93,0.62,0.61,235.86,1773.81
"6855",15842.35,0.63,0.62,211.55,1756.62
"6856",16413.37,0.62,0.61,234.9,1772.53
"6857",16293.65,0.62,0.61,233.59,1772.83
"6858",16926.93,0.6,0.6,259.71,1790.12
"6859",16323.56,0.62,0.61,232.92,1771.76
"6860",16967.3,0.6,0.6,259.5,1789.33
"6861",16299.18,0.62,0.61,231.83,1771
"6862",16933.07,0.6,0.6,257.98,1788.31
"6863",16325.92,0.62,0.61,231.02,1769.83
"6864",16969.62,0.6,0.6,257.61,1787.4
"6865",16407.25,0.62,0.61,238.63,1776.34
"6866",17013.28,0.6,0.6,263.55,1792.7
"6867",16416.44,0.62,0.61,237.04,1774.63
"6868",17019.44,0.6,0.6,261.82,1790.88
"6869",16809,0.61,0.6,254.47,1786.59
"6870",17449.27,0.59,0.59,280.91,1803.5
"6871",16950.94,0.6,0.6,258.78,1788.84
"6872",17585.27,0.59,0.59,284.95,1805.43
"6873",16844.32,0.61,0.6,256.04,1787.65
"6874",17518.39,0.59,0.59,283.98,1805.5
"6875",16847.81,0.61,0.6,254.2,1785.75
"6876",17519.83,0.59,0.59,282.04,1803.54
"6877",17171.04,0.6,0.59,268.55,1795.37
"6878",17871.81,0.58,0.58,297.67,1813.61
"6879",17271.06,0.6,0.59,270.99,1796.31
"6880",17963.46,0.58,0.58,299.74,1814.2
"6881",24176.98,0.43,0.43,583.68,1972.51
"6882",25275.97,0.41,0.4,630.49,1993
"6883",24177.15,0.43,0.43,581.69,1970.51
"6884",25277.78,0.41,0.4,628.57,1991.04
"6885",24560.13,0.43,0.42,598.7,1978.47
"6886",25694.57,0.4,0.39,647.08,1999.31
"6887",24567.74,0.42,0.42,597.03,1976.62
"6888",25698.38,0.4,0.39,645.24,1997.39
"6889",25112.71,0.41,0.41,623.24,1989.72
"6890",26372.73,0.38,0.38,677.19,2012.5
"6891",25114.98,0.41,0.41,621.34,1987.77
"6892",26379.47,0.38,0.38,675.49,2010.63
"6893",25445.48,0.4,0.4,636.01,1994.38
"6894",26736.61,0.37,0.37,691.35,2017.43
"6895",25447.64,0.4,0.4,634.11,1992.43
"6896",26736.85,0.37,0.37,689.36,2015.43
"6897",25223.25,0.41,0.4,628.14,1991.95
"6898",26423.51,0.38,0.38,679.45,2013.47
"6899",25326.97,0.41,0.4,630.75,1992.02
"6900",26517.23,0.38,0.37,681.61,2013.26
"6901",27337.46,0.36,0.35,720.03,2030.68
"6902",28753.15,0.33,0.32,780.9,2054.22
"6903",28440.6,0.33,0.33,767.02,2048.69
"6904",29891.85,0.3,0.3,829.47,2071.88
"6905",26091.15,0.39,0.38,664.69,2007.06
"6906",27450.08,0.36,0.35,723.04,2030.76
"6907",26167.64,0.39,0.38,666.08,2006.55
"6908",27515.31,0.36,0.35,723.93,2029.96
"6909",28011.04,0.34,0.34,747.95,2040.99
"6910",29568.66,0.31,0.3,815.12,2066.37
"6911",28969.39,0.32,0.32,788.51,2056.01
"6912",30546.4,0.28,0.28,856.54,2080.84
"6913",14419.66,0.66,0.66,154.37,1715
"6914",15058.32,0.65,0.64,180.73,1734.93
"6915",14555.38,0.66,0.65,158.39,1717.74
"6916",15112.55,0.65,0.64,181.14,1734.75
"6917",14518.48,0.66,0.65,156.75,1716.46
"6918",15179.01,0.64,0.64,184.09,1736.97
"6919",14651.71,0.66,0.65,160.67,1719.08
"6920",15230.33,0.64,0.64,184.37,1736.68
"6921",14877.54,0.65,0.65,172.7,1728.82
"6922",15602.47,0.63,0.63,202.89,1750.9
"6923",15005.85,0.65,0.64,176.4,1731.17
"6924",15647.4,0.63,0.63,202.89,1750.35
"6925",14956.69,0.65,0.64,174.21,1729.51
"6926",15700.75,0.63,0.63,205.26,1752.07
"6927",15082.98,0.65,0.64,177.82,1731.76
"6928",15743.46,0.63,0.63,205.15,1751.45
"6929",15160.87,0.65,0.64,185.28,1738.37
"6930",16041.03,0.62,0.62,222.37,1764.92
"6931",15279.35,0.64,0.64,188.54,1740.31
"6932",16072.68,0.62,0.62,221.78,1763.92
"6933",15723.42,0.63,0.63,208.26,1754.8
"6934",16789.5,0.61,0.6,253.61,1786
"6935",15829.31,0.63,0.62,210.97,1756.2
"6936",16808.32,0.61,0.6,252.44,1784.56
"6937",15596.98,0.63,0.63,202.65,1750.72
"6938",16573.38,0.61,0.61,244.01,1779.44
"6939",15708.95,0.63,0.63,205.62,1752.34
"6940",16598.19,0.61,0.61,243.11,1778.2
"6941",16100.56,0.62,0.62,223.01,1764.8
"6942",17255.53,0.6,0.59,272.3,1797.85
"6943",16201.33,0.62,0.62,225.49,1765.95
"6944",17269.88,0.6,0.59,270.94,1796.27
"6945",21845.08,0.49,0.48,482.12,1923.19
"6946",22735.81,0.47,0.46,519.68,1941.41
"6947",22519.4,0.47,0.47,510.07,1936.57
"6948",23187.66,0.46,0.45,537.75,1949.37
"6949",22583.67,0.47,0.46,512.92,1938.01
"6950",23563.87,0.45,0.44,554.45,1957.51
"6951",23288.69,0.45,0.45,542.23,1951.57
"6952",24031.48,0.44,0.43,573.22,1965.46
"6953",22682.17,0.47,0.46,517.3,1940.22
"6954",23720.54,0.44,0.44,561.41,1960.87
"6955",23354.77,0.45,0.45,545.17,1953
"6956",24153.17,0.43,0.43,578.62,1968.01
"6957",23370.05,0.45,0.45,545.85,1953.33
"6958",24497.13,0.43,0.42,593.9,1975.17
"6959",24072.32,0.44,0.43,575.03,1966.31
"6960",24945.22,0.42,0.41,611.8,1982.34
"6961",23189.03,0.46,0.45,539.81,1951.4
"6962",24485.36,0.43,0.42,595.38,1976.92
"6963",23842.47,0.44,0.44,566.82,1963.46
"6964",24872.23,0.42,0.41,610.56,1982.86
"6965",25620.95,0.4,0.39,645.81,1999.86
"6966",27500.61,0.36,0.35,727.28,2033.69
"6967",26321.42,0.38,0.38,674.91,2011.51
"6968",27874.59,0.35,0.34,741.89,2038.52
"6969",24005.31,0.44,0.43,574.06,1966.9
"6970",25476.44,0.4,0.4,637.39,1995
"6971",24657.23,0.42,0.42,601.01,1978.46
"6972",25845.36,0.39,0.39,651.77,2000.27
"6973",26323.1,0.38,0.38,674.99,2011.54
"6974",28385.18,0.34,0.33,764.56,2047.71
"6975",27021.03,0.37,0.36,703.98,2022.78
"6976",28742.69,0.33,0.32,778.44,2052.04
"6977",14762.76,0.65,0.65,167.6,1724.9
"6978",15424.97,0.64,0.63,195.01,1745.11
"6979",14956.25,0.65,0.64,174.2,1729.49
"6980",15517.46,0.64,0.63,197.12,1746.13
"6981",14874.64,0.65,0.65,170.57,1726.72
"6982",15561.03,0.64,0.63,199.05,1747.55
"6983",15066.11,0.65,0.64,177.07,1731.2
"6984",15650.35,0.63,0.63,201.02,1748.45
"6985",15197.66,0.64,0.64,184.92,1737.59
"6986",15944.69,0.63,0.62,216.09,1759.87
"6987",15380.5,0.64,0.64,191.04,1741.65
"6988",16023.81,0.62,0.62,217.6,1760.38
"6989",15288.66,0.64,0.64,186.96,1738.61
"6990",16056.94,0.62,0.62,219.08,1761.42
"6991",15469.96,0.64,0.63,193.01,1742.58
"6992",16133.66,0.62,0.62,220.48,1761.84
"6993",15950.69,0.63,0.62,218.36,1762.06
"6994",16964.22,0.6,0.6,261.37,1791.24
"6995",16151.57,0.62,0.62,225.28,1766.4
"6996",17041.34,0.6,0.6,262.79,1791.53
"6997",16823.46,0.61,0.6,255.12,1787.02
"6998",18125.94,0.58,0.57,310.96,1822.75
"6999",17021.1,0.6,0.6,261.89,1790.93
"7000",18187.45,0.57,0.57,311.69,1822.47
"7001",16344.56,0.62,0.61,233.85,1772.41
"7002",17452.82,0.59,0.59,281.07,1803.6
"7003",16534.98,0.61,0.61,240.31,1776.27
"7004",17518.25,0.59,0.59,281.97,1803.5
"7005",17139.35,0.6,0.59,267.14,1794.43
"7006",18525.53,0.57,0.56,326.7,1831.79
"7007",17327.81,0.59,0.59,273.51,1797.97
"7008",18578.08,0.57,0.56,327.04,1831.22
"7009",22142.38,0.48,0.47,493.33,1928.03
"7010",23058.25,0.46,0.45,532,1946.54
"7011",22935.29,0.46,0.46,526.54,1943.83
"7012",23608.17,0.45,0.44,554.42,1956.46
"7013",22911.81,0.46,0.46,525.5,1943.31
"7014",23921.77,0.44,0.43,568.35,1963.14
"7015",23745.03,0.44,0.44,560.5,1959.39
"7016",24494.94,0.43,0.42,591.8,1973.12
"7017",22949.37,0.46,0.46,527.16,1944.14
"7018",24010.86,0.44,0.43,572.3,1965.02
"7019",23734.61,0.44,0.44,560.04,1959.17
"7020",24535.04,0.43,0.42,593.58,1973.95
"7021",23666.47,0.45,0.44,557.01,1957.71
"7022",24820.97,0.42,0.41,606.28,1979.81
"7023",24490.73,0.43,0.42,591.61,1973.03
"7024",25367.9,0.41,0.4,628.57,1988.84
"7025",24075.4,0.44,0.43,577.17,1968.38
"7026",25547.15,0.4,0.4,640.53,1996.4
"7027",24933.21,0.42,0.41,613.26,1984.09
"7028",26089.81,0.39,0.38,662.63,2005.04
"7029",27260.21,0.36,0.36,716.6,2029.24
"7030",29560.21,0.31,0.3,816.75,2068.23
"7031",28268.42,0.34,0.33,759.38,2045.62
"7032",30155.64,0.29,0.29,841.19,2076.32
"7033",24832.63,0.42,0.41,608.8,1982.05
"7034",26478.02,0.38,0.38,679.87,2012.51
"7035",25681.9,0.4,0.39,644.51,1997.06
"7036",26995.44,0.37,0.36,700.85,2020.3
"7037",27869.48,0.35,0.34,741.66,2038.43
"7038",30346.39,0.29,0.29,849.66,2079.51
"7039",28865.97,0.32,0.32,783.91,2054.2
"7040",30916.59,0.28,0.27,872.98,2086.93
"7041",15862.33,0.63,0.62,216.43,1761.25
"7042",16296.14,0.62,0.61,233.7,1772.91
"7043",15886.71,0.63,0.62,215.52,1760.03
"7044",16357.84,0.62,0.61,234.44,1772.82
"7045",15864.56,0.63,0.62,214.53,1759.33
"7046",16304.95,0.62,0.61,232.09,1771.18
"7047",15887.77,0.63,0.62,213.56,1758.06
"7048",16363.11,0.62,0.61,232.67,1770.98
"7049",16357.6,0.62,0.61,236.43,1774.81
"7050",16862.98,0.61,0.6,256.87,1788.21
"7051",16388.35,0.62,0.61,235.79,1773.76
"7052",16939.57,0.6,0.6,258.27,1788.5
"7053",16357.67,0.62,0.61,234.43,1772.81
"7054",16866.06,0.61,0.6,255.01,1786.3
"7055",16388.43,0.62,0.61,233.8,1771.76
"7056",16940.54,0.6,0.6,256.32,1786.53
"7057",16143.26,0.62,0.62,226.91,1768.14
"7058",16746.9,0.61,0.6,251.72,1784.71
"7059",16152.73,0.62,0.62,225.33,1766.43
"7060",16783,0.61,0.6,251.32,1783.8
"7061",16290.24,0.62,0.61,231.44,1770.72
"7062",17056.56,0.6,0.6,263.47,1791.98
"7063",16291.02,0.62,0.61,229.47,1768.75
"7064",17066.74,0.6,0.6,261.92,1790.29
"7065",16619.04,0.61,0.61,246.04,1780.83
"7066",17300.59,0.59,0.59,274.31,1799.17
"7067",16633.05,0.61,0.61,244.66,1779.26
"7068",17348.55,0.59,0.59,274.44,1798.57
"7069",16726.51,0.61,0.6,248.81,1782.1
"7070",17556.41,0.59,0.59,283.67,1804.6
"7071",16729.94,0.61,0.61,246.96,1780.2
"7072",17575.19,0.59,0.59,282.5,1803.14
"7073",24866.52,0.42,0.41,614.3,1986.74
"7074",25431.38,0.4,0.4,637.39,1996.1
"7075",24882.18,0.42,0.41,613,1985.06
"7076",25431.98,0.4,0.4,635.41,1994.12
"7077",25149.4,0.41,0.4,624.86,1990.46
"7078",25780.51,0.4,0.39,650.89,2001
"7079",25183.93,0.41,0.4,624.4,1989.16
"7080",25787.85,0.4,0.39,649.22,1999.15
"7081",25834.66,0.4,0.39,655.3,2004.07
"7082",26519.47,0.38,0.37,683.71,2015.3
"7083",25846.05,0.39,0.39,653.8,2002.29
"7084",26519.51,0.38,0.37,681.71,2013.3
"7085",26075.93,0.39,0.38,664.01,2006.77
"7086",26825.71,0.37,0.37,695.31,2019.11
"7087",26102.55,0.39,0.38,663.19,2005.29
"7088",26828.41,0.37,0.37,693.43,2017.16
"7089",25353.46,0.41,0.4,633.93,1994.55
"7090",26176,0.39,0.38,668.46,2008.71
"7091",25397.12,0.41,0.4,633.87,1993.42
"7092",26187.29,0.39,0.38,666.96,2006.93
"7093",26528.2,0.38,0.37,684.1,2015.47
"7094",27914.76,0.35,0.34,743.67,2039.25
"7095",26728.61,0.37,0.37,691,2017.28
"7096",28048.49,0.34,0.34,747.61,2039.67
"7097",26292.25,0.38,0.38,673.62,2010.95
"7098",27251.07,0.36,0.36,714.2,2027.07
"7099",26327.66,0.38,0.38,673.19,2009.63
"7100",27256.73,0.36,0.36,712.45,2025.18
"7101",27340.94,0.36,0.35,718.19,2028.74
"7102",28861.73,0.32,0.32,783.73,2054.13
"7103",27513.69,0.36,0.35,723.86,2029.93
"7104",28968.56,0.32,0.32,786.47,2054
"7105",15919.49,0.63,0.62,216.97,1761.07
"7106",16375.52,0.62,0.61,235.22,1773.36
"7107",15928.07,0.63,0.62,215.35,1759.35
"7108",16407.05,0.62,0.61,234.62,1772.34
"7109",15924.9,0.63,0.62,215.21,1759.25
"7110",16391.51,0.62,0.61,233.93,1771.86
"7111",15931.9,0.63,0.62,213.52,1757.47
"7112",16418.16,0.62,0.61,233.12,1770.68
"7113",16402.68,0.62,0.61,236.43,1774.2
"7114",16928.72,0.6,0.6,257.79,1788.18
"7115",16417.14,0.62,0.61,235.07,1772.65
"7116",16974.52,0.6,0.6,257.82,1787.54
"7117",16403.68,0.62,0.61,234.47,1772.23
"7118",16936.04,0.6,0.6,256.12,1786.4
"7119",16417.38,0.62,0.61,233.08,1770.66
"7120",16978.01,0.6,0.6,255.98,1785.65
"7121",16409.77,0.62,0.61,236.74,1774.42
"7122",17175.55,0.6,0.59,268.75,1795.5
"7123",16419.58,0.62,0.61,235.18,1772.72
"7124",17177.6,0.6,0.59,266.84,1793.56
"7125",16864.52,0.61,0.6,254.94,1786.25
"7126",18176.61,0.57,0.57,311.21,1822.17
"7127",17032.26,0.6,0.6,260.39,1789.26
"7128",18425.77,0.57,0.57,320.27,1827.05
"7129",16848.44,0.61,0.6,254.23,1785.77
"7130",17687.68,0.59,0.58,289.5,1808.37
"7131",16852.41,0.61,0.6,252.4,1783.89
"7132",17687.69,0.59,0.58,287.5,1806.37
"7133",17208.96,0.6,0.59,268.24,1794.48
"7134",18553.9,0.57,0.56,325.96,1830.56
"7135",17328.24,0.59,0.59,271.53,1795.98
"7136",18741.63,0.56,0.56,332.3,1833.65
"7137",24866.73,0.42,0.41,612.31,1984.74
"7138",25435.1,0.4,0.4,635.55,1994.18
"7139",24884.78,0.42,0.41,611.11,1983.11
"7140",25436.91,0.4,0.4,633.63,1992.21
"7141",25153.84,0.41,0.41,623.06,1988.55
"7142",25795.48,0.4,0.39,649.56,1999.3
"7143",25199.82,0.41,0.41,623.1,1987.48
"7144",25811.29,0.4,0.39,648.26,1997.61
"7145",25835.58,0.4,0.39,653.34,2002.08
"7146",26519.8,0.38,0.37,681.72,2013.31
"7147",25846.05,0.39,0.39,651.8,2000.29
"7148",26519.8,0.38,0.38,679.72,2011.31
"7149",26076.28,0.39,0.38,662.03,2004.78
"7150",26831.55,0.37,0.37,693.57,2017.22
"7151",26107.37,0.39,0.39,661.41,2003.38
"7152",26837.49,0.37,0.37,691.83,2015.34
"7153",25472.5,0.4,0.4,637.21,1994.92
"7154",26427.01,0.38,0.38,677.6,2011.54
"7155",25601.42,0.4,0.4,640.94,1995.48
"7156",26518.2,0.38,0.38,679.65,2011.28
"7157",27344.45,0.36,0.35,718.35,2028.8
"7158",29636.12,0.31,0.3,818.12,2067.53
"7159",28484.56,0.33,0.33,766.98,2047.47
"7160",31142.93,0.27,0.27,883.03,2090.62
"7161",26374.52,0.38,0.38,675.27,2010.53
"7162",27453.72,0.36,0.35,721.2,2028.82
"7163",26473.7,0.38,0.38,677.68,2010.43
"7164",27516.68,0.36,0.35,721.99,2027.98
"7165",28011.64,0.34,0.34,745.97,2039
"7166",30385.06,0.29,0.29,849.38,2078.16
"7167",28991.62,0.32,0.32,787.49,2054.4
"7168",31702.01,0.26,0.26,905.86,2097.62
"7169",15392.27,0.64,0.63,199.56,1750.03
"7170",16095.36,0.62,0.62,228.78,1770.63
"7171",16068.97,0.62,0.62,227.61,1769.8
"7172",16637.51,0.61,0.6,250.86,1785.4
"7173",15458.83,0.64,0.63,200.51,1750.22
"7174",16152.73,0.62,0.62,229.33,1770.43
"7175",16219.79,0.62,0.61,232.31,1772.53
"7176",16766.39,0.61,0.6,254.58,1787.3
"7177",15913.33,0.63,0.62,220.7,1764.88
"7178",16705.12,0.61,0.6,253.86,1787.45
"7179",16644.28,0.61,0.6,251.16,1785.6
"7180",17290.95,0.6,0.59,277.88,1802.89
"7181",15952.31,0.63,0.62,220.43,1764.12
"7182",16734.89,0.61,0.6,253.18,1786.35
"7183",16752.71,0.61,0.6,253.97,1786.89
"7184",17377.22,0.59,0.59,279.71,1803.41
"7185",15670.53,0.63,0.63,209.92,1757.1
"7186",16344.92,0.62,0.61,237.86,1776.42
"7187",16285.04,0.62,0.61,235.21,1774.56
"7188",16836.22,0.61,0.6,257.68,1789.4
"7189",15831.62,0.63,0.62,215.07,1760.27
"7190",16486.08,0.61,0.61,242.13,1778.77
"7191",16550,0.61,0.61,244.97,1780.73
"7192",17067.13,0.6,0.6,265.94,1794.3
"7193",16148.93,0.62,0.62,229.16,1770.31
"7194",16909.42,0.6,0.6,260.93,1791.6
"7195",16818.77,0.61,0.6,256.91,1788.88
"7196",17446.24,0.59,0.59,282.77,1805.41
"7197",16259.04,0.62,0.61,232.05,1771.75
"7198",16998.26,0.6,0.6,262.88,1792.25
"7199",17017.42,0.6,0.6,263.73,1792.82
"7200",17609.34,0.59,0.58,288.02,1808.12
"7201",23820.97,0.44,0.43,571.87,1969
"7202",25294.98,0.41,0.4,635.33,1997.38
"7203",26224.17,0.39,0.38,676.59,2015.64
"7204",27415.91,0.36,0.35,727.52,2036.13
"7205",24510.62,0.43,0.42,600.5,1981.44
"7206",25988.98,0.39,0.38,664.15,2009.08
"7207",27612.22,0.35,0.34,736.24,2039.74
"7208",28765.66,0.33,0.32,785.46,2058.44
"7209",24836.22,0.42,0.41,614.96,1988.12
"7210",26527.48,0.38,0.37,688.06,2019.46
"7211",27471.31,0.36,0.35,729.98,2037.15
"7212",28864.48,0.32,0.32,789.85,2060.18
"7213",25419.6,0.4,0.4,638.86,1997.87
"7214",27104.13,0.37,0.36,711.67,2028.34
"7215",28722.3,0.33,0.32,783.53,2057.68
"7216",30065.23,0.3,0.29,841.17,2078.8
"7217",24436.04,0.43,0.42,597.19,1979.9
"7218",25867.48,0.39,0.39,658.75,2006.71
"7219",26705.4,0.37,0.37,695.97,2022.84
"7220",27870.13,0.35,0.34,745.69,2042.44
"7221",25609.64,0.4,0.39,647.3,2001.64
"7222",27030.2,0.37,0.36,708.39,2026.96
"7223",28699.74,0.33,0.32,782.53,2057.28
"7224",29802.77,0.3,0.3,829.52,2074.36
"7225",25373.97,0.41,0.4,636.84,1996.96
"7226",27014.89,0.37,0.36,707.71,2026.67
"7227",27871.18,0.35,0.34,745.74,2042.46
"7228",29231.56,0.32,0.31,804.15,2064.57
"7229",26383.02,0.38,0.37,679.65,2014.69
"7230",27995.08,0.34,0.34,749.24,2042.7
"7231",29660.15,0.31,0.3,823.18,2071.94
"7232",30940.19,0.28,0.27,878.03,2091.32
"7233",15833.18,0.63,0.62,217.14,1762.32
"7234",16603.76,0.61,0.61,249.36,1784.37
"7235",16700.49,0.61,0.6,253.66,1787.31
"7236",17321.25,0.59,0.59,279.22,1803.78
"7237",15915.17,0.63,0.62,218.78,1762.94
"7238",16676.15,0.61,0.6,250.57,1784.57
"7239",16895.98,0.6,0.6,260.34,1791.2
"7240",17492.27,0.59,0.59,284.82,1806.75
"7241",16331.79,0.62,0.61,237.28,1776.01
"7242",17191.51,0.6,0.59,273.46,1799.97
"7243",17254.8,0.6,0.59,276.27,1801.83
"7244",17954.81,0.58,0.57,305.36,1819.95
"7245",16383.07,0.62,0.61,237.56,1775.6
"7246",17232.61,0.6,0.59,273.29,1799.18
"7247",17401.78,0.59,0.59,280.8,1804.12
"7248",18076.32,0.58,0.57,308.75,1821.37
"7249",16403.03,0.62,0.61,240.45,1778.21
"7250",17150.47,0.6,0.59,271.64,1798.76
"7251",17220.84,0.6,0.59,274.76,1800.83
"7252",17825.72,0.58,0.58,299.63,1816.3
"7253",16664.59,0.61,0.6,250.06,1784.22
"7254",17390.08,0.59,0.59,280.28,1803.78
"7255",17658.85,0.59,0.58,292.22,1811.54
"7256",18222.21,0.57,0.57,315.23,1825.43
"7257",16832.24,0.61,0.6,257.51,1789.28
"7258",17663.07,0.59,0.58,292.4,1811.66
"7259",17703.73,0.59,0.58,294.21,1812.83
"7260",18383.1,0.57,0.57,322.38,1829.88
"7261",17027.98,0.6,0.6,264.2,1793.13
"7262",17833.05,0.58,0.58,297.95,1814.51
"7263",18055.12,0.58,0.57,307.81,1820.77
"7264",18688.87,0.56,0.56,333.96,1836.23
"7265",24229.11,0.43,0.42,588,1975.6
"7266",25796.94,0.4,0.39,655.62,2005.33
"7267",27002.09,0.37,0.36,709.14,2028.43
"7268",28284.36,0.34,0.33,764.09,2049.91
"7269",24964.64,0.42,0.41,618.66,1988.73
"7270",26542.17,0.38,0.37,686.72,2017.74
"7271",28559.41,0.33,0.32,776.3,2054.8
